country,country_code_3_digit,country_code_2_digit,population,confirmed cases_counts,deaths_counts,source,reported_date
Albania,ALB,AL,2862427,135,1,"Epidemic intelligence, national daily data",2020-08-08
North Macedonia,MKD,MK,2077132,25,3,"Epidemic intelligence, national daily data",2020-05-19
Poland,POL,PL,37972812,1584,32,"Epidemic intelligence, national daily data",2020-09-27
Ukraine,UKR,UA,43733759,1172,16,"Epidemic intelligence, national daily data",2020-08-02
Albania,ALB,AL,2862427,5,0,"Epidemic intelligence, national daily data",2020-05-22
Austria,AUT,AT,8858775,343,23,"Epidemic intelligence, national daily data",2020-04-08
Monaco,MCO,MC,33085,1,0,"Epidemic intelligence, national daily data",2020-07-12
Luxembourg,LUX,LU,613894,0,0,"Epidemic intelligence, national daily data",2020-01-05
Netherlands,NLD,NL,17282163,60,0,"Epidemic intelligence, national daily data",2020-03-08
North Macedonia,MKD,MK,2077132,364,3,"Epidemic intelligence, national daily data",2020-10-09
Greece,GRC,EL,10724599,0,0,"Epidemic intelligence, national daily data",2020-01-18
Luxembourg,LUX,LU,613894,0,0,"Epidemic intelligence, national daily data",2020-10-05
Denmark,DNK,DK,5806081,0,0,"Epidemic intelligence, national daily data",2020-06-21
San Marino,SMR,SM,34453,5,2,"Epidemic intelligence, national daily data",2020-03-30
San Marino,SMR,SM,34453,25,1,"Epidemic intelligence, national daily data",2020-04-27
Armenia,ARM,AM,2963234,59,1,"Epidemic intelligence, national daily data",2020-04-28
San Marino,SMR,SM,34453,0,0,"Epidemic intelligence, national daily data",2020-09-30
Armenia,ARM,AM,2963234,0,0,"Epidemic intelligence, national daily data",2020-02-19
Finland,FIN,FI,5517919,44,3,"Epidemic intelligence, national daily data",2020-05-21
Lithuania,LTU,LT,2794184,117,2,"Epidemic intelligence, national daily data",2020-10-08
Azerbaijan,AZE,AZ,10139175,338,6,"Epidemic intelligence, national daily data",2020-06-19
France,FRA,FR,67012883,811,14,"Epidemic intelligence, national daily data",2020-06-20
Ukraine,UKR,UA,43733759,0,0,"Epidemic intelligence, national daily data",2020-08-19
Italy,ITA,IT,60359546,1430,14,"Epidemic intelligence, national daily data",2020-09-10
Montenegro,MNE,ME,622182,47,1,"Epidemic intelligence, national daily data",2020-07-01
Switzerland,CHE,CH,8544527,340,1,"Epidemic intelligence, national daily data",2020-08-29
Denmark,DNK,DK,5806081,0,0,"Epidemic intelligence, national daily data",2020-01-11
Serbia,SRB,RS,6963764,73,0,"Epidemic intelligence, national daily data",2020-06-13
Slovakia,SVK,SK,5450421,0,0,"Epidemic intelligence, national daily data",2020-05-20
Greece,GRC,EL,10724599,267,7,"Epidemic intelligence, national daily data",2020-10-04
Guernsey,GGY,GG,64468,0,0,"Epidemic intelligence, national daily data",2020-07-14
Poland,POL,PL,37972812,0,0,"Epidemic intelligence, national daily data",2020-02-05
Portugal,PRT,PT,10276617,4,0,"Epidemic intelligence, national daily data",2020-03-07
Germany,DEU,DE,83019213,442,12,"Epidemic intelligence, national daily data",2020-07-09
Jersey,JEY,JE,107796,0,0,"Epidemic intelligence, national daily data",2020-01-02
Latvia,LVA,LV,1919968,3,1,"Epidemic intelligence, national daily data",2020-06-05
United Kingdom,GBR,UK,66647112,1148,13,"Epidemic intelligence, national daily data",2020-08-12
Albania,ALB,AL,2862427,0,0,"Epidemic intelligence, national daily data",2020-01-13
Netherlands,NLD,NL,17282163,708,138,"Epidemic intelligence, national daily data",2020-04-23
Gibraltar,GIB,GI,33691,0,0,"Epidemic intelligence, national daily data",2020-03-18
Lithuania,LTU,LT,2794184,0,0,"Epidemic intelligence, national daily data",2020-03-02
Jersey,JEY,JE,107796,1,0,"Epidemic intelligence, national daily data",2020-05-19
Czechia,CZE,CZ,10649800,137,0,"Epidemic intelligence, national daily data",2020-07-17
Germany,DEU,DE,83019213,138,0,"Epidemic intelligence, national daily data",2020-03-06
Jersey,JEY,JE,107796,0,0,"Epidemic intelligence, national daily data",2020-02-01
Slovenia,SVN,SI,2080908,5,0,"Epidemic intelligence, national daily data",2020-04-21
Italy,ITA,IT,60359546,0,0,"Epidemic intelligence, national daily data",2020-02-20
Netherlands,NLD,NL,17282163,164,2,"Epidemic intelligence, national daily data",2020-06-12
North Macedonia,MKD,MK,2077132,40,1,"Epidemic intelligence, national daily data",2020-05-22
Andorra,AND,AD,76177,117,0,"Epidemic intelligence, national daily data",2020-09-22
Malta,MLT,MT,493559,1,0,"Epidemic intelligence, national daily data",2020-05-03
Portugal,PRT,PT,10276617,0,0,"Epidemic intelligence, national daily data",2020-02-24
Guernsey,GGY,GG,64468,0,0,"Epidemic intelligence, national daily data",2020-03-10
Norway,NOR,NO,5328212,0,0,"Epidemic intelligence, national daily data",2020-10-19
Slovakia,SVK,SK,5450421,0,0,"Epidemic intelligence, national daily data",2020-01-29
Gibraltar,GIB,GI,33691,0,0,"Epidemic intelligence, national daily data",2020-07-14
Guernsey,GGY,GG,64468,0,0,"Epidemic intelligence, national daily data",2020-07-27
the Holy See/ Vatican City State,VAT,VA,809,0,0,"Epidemic intelligence, national daily data",2020-04-19
United Kingdom,GBR,UK,66647112,3767,579,"Epidemic intelligence, national daily data",2020-05-09
Slovenia,SVN,SI,2080908,0,0,"Epidemic intelligence, national daily data",2020-01-09
Malta,MLT,MT,493559,0,0,"Epidemic intelligence, national daily data",2020-07-07
Sweden,SWE,SE,10230185,220,2,"Epidemic intelligence, national daily data",2020-09-15
Andorra,AND,AD,76177,14,1,"Epidemic intelligence, national daily data",2020-08-13
Kosovo,,,1798506,63,0,"Epidemic intelligence, national daily data",2020-09-20
Romania,ROU,RO,19414458,192,4,"Epidemic intelligence, national daily data",2020-03-31
Monaco,MCO,MC,33085,0,0,"Epidemic intelligence, national daily data",2020-06-26
France,FRA,FR,67012883,3912,833,"Epidemic intelligence, national daily data",2020-04-07
Georgia,GEO,GE,3989175,0,0,"Epidemic intelligence, national daily data",2020-01-05
the Holy See/ Vatican City State,VAT,VA,809,0,0,"Epidemic intelligence, national daily data",2020-04-29
Latvia,LVA,LV,1919968,2,0,"Epidemic intelligence, national daily data",2020-04-15
Malta,MLT,MT,493559,1,0,"Epidemic intelligence, national daily data",2020-07-24
Georgia,GEO,GE,3989175,0,0,"Epidemic intelligence, national daily data",2020-09-15
San Marino,SMR,SM,34453,1,0,"Epidemic intelligence, national daily data",2020-09-06
Austria,AUT,AT,8858775,0,0,"Epidemic intelligence, national daily data",2020-01-27
San Marino,SMR,SM,34453,6,0,"Epidemic intelligence, national daily data",2020-03-14
Germany,DEU,DE,83019213,679,43,"Epidemic intelligence, national daily data",2020-05-04
Poland,POL,PL,37972812,809,13,"Epidemic intelligence, national daily data",2020-08-08
Faroes,,,48865,2,0,"Epidemic intelligence, national daily data",2020-08-05
Bulgaria,BGR,BG,7000039,122,10,"Epidemic intelligence, national daily data",2020-09-10
France,FRA,FR,67012883,410,9,"Epidemic intelligence, national daily data",2020-03-09
Faroes,,,48865,0,0,"Epidemic intelligence, national daily data",2020-06-15
Andorra,AND,AD,76177,0,1,"Epidemic intelligence, national daily data",2020-10-09
Poland,POL,PL,37972812,380,7,"Epidemic intelligence, national daily data",2020-04-11
Jersey,JEY,JE,107796,0,0,"Epidemic intelligence, national daily data",2020-01-10
Albania,ALB,AL,2862427,140,5,"Epidemic intelligence, national daily data",2020-08-12
Isle of Man,,,85032,0,0,"Epidemic intelligence, national daily data",2020-04-27
Latvia,LVA,LV,1919968,0,0,"Epidemic intelligence, national daily data",2020-01-26
Armenia,ARM,AM,2963234,44,1,"Epidemic intelligence, national daily data",2020-04-15
North Macedonia,MKD,MK,2077132,132,8,"Epidemic intelligence, national daily data",2020-06-17
Malta,MLT,MT,493559,0,0,"Epidemic intelligence, national daily data",2020-01-05
Kosovo,,,1798506,0,0,"Epidemic intelligence, national daily data",2020-01-03
Finland,FIN,FI,5517919,7,0,"Epidemic intelligence, national daily data",2020-03-07
Sweden,SWE,SE,10230185,774,40,"Epidemic intelligence, national daily data",2020-05-29
Czechia,CZE,CZ,10649800,64,1,"Epidemic intelligence, national daily data",2020-07-14
Norway,NOR,NO,5328212,16,1,"Epidemic intelligence, national daily data",2020-07-14
Latvia,LVA,LV,1919968,4,0,"Epidemic intelligence, national daily data",2020-07-15
Croatia,HRV,HR,4076246,0,0,"Epidemic intelligence, national daily data",2020-01-19
Norway,NOR,NO,5328212,52,1,"Epidemic intelligence, national daily data",2020-05-19
Luxembourg,LUX,LU,613894,11,2,"Epidemic intelligence, national daily data",2020-05-07
Austria,AUT,AT,8858775,87,2,"Epidemic intelligence, national daily data",2020-05-12
Albania,ALB,AL,2862427,15,0,"Epidemic intelligence, national daily data",2020-06-01
Turkey,TUR,TR,82003882,1154,20,"Epidemic intelligence, national daily data",2020-07-05
Serbia,SRB,RS,6963764,83,1,"Epidemic intelligence, national daily data",2020-09-20
Denmark,DNK,DK,5806081,0,0,"Epidemic intelligence, national daily data",2020-02-02
Serbia,SRB,RS,6963764,250,6,"Epidemic intelligence, national daily data",2020-04-13
Georgia,GEO,GE,3989175,3,0,"Epidemic intelligence, national daily data",2020-05-28
Slovakia,SVK,SK,5450421,0,0,"Epidemic intelligence, national daily data",2020-02-21
Greece,GRC,EL,10724599,164,7,"Epidemic intelligence, national daily data",2020-09-21
Isle of Man,,,85032,0,0,"Epidemic intelligence, national daily data",2020-08-24
Guernsey,GGY,GG,64468,0,0,"Epidemic intelligence, national daily data",2020-05-10
Luxembourg,LUX,LU,613894,8,0,"Epidemic intelligence, national daily data",2020-06-20
Slovakia,SVK,SK,5450421,0,0,"Epidemic intelligence, national daily data",2020-03-04
Sweden,SWE,SE,10230185,138,1,"Epidemic intelligence, national daily data",2020-07-26
North Macedonia,MKD,MK,2077132,118,5,"Epidemic intelligence, national daily data",2020-07-08
Azerbaijan,AZE,AZ,10139175,52,1,"Epidemic intelligence, national daily data",2020-05-05
Austria,AUT,AT,8858775,14,1,"Epidemic intelligence, national daily data",2020-05-18
France,FRA,FR,67012883,461,242,"Epidemic intelligence, national daily data",2020-04-27
United Kingdom,GBR,UK,66647112,259,0,"Epidemic intelligence, national daily data",2020-03-12
France,FRA,FR,67012883,595,13,"Epidemic intelligence, national daily data",2020-03-13
Italy,ITA,IT,60359546,0,0,"Epidemic intelligence, national daily data",2020-01-27
Cyprus,CYP,CY,875899,1,0,"Epidemic intelligence, national daily data",2020-07-14
Spain,ESP,ES,46937060,334,5,"Epidemic intelligence, national daily data",2020-06-04
Bulgaria,BGR,BG,7000039,0,0,"Epidemic intelligence, national daily data",2020-01-16
Poland,POL,PL,37972812,0,0,"Epidemic intelligence, national daily data",2020-02-14
Sweden,SWE,SE,10230185,167,1,"Epidemic intelligence, national daily data",2020-09-28
Kosovo,,,1798506,3,0,"Epidemic intelligence, national daily data",2020-03-30
Bulgaria,BGR,BG,7000039,32,0,"Epidemic intelligence, national daily data",2020-04-19
Montenegro,MNE,ME,622182,59,1,"Epidemic intelligence, national daily data",2020-08-28
Latvia,LVA,LV,1919968,4,0,"Epidemic intelligence, national daily data",2020-09-19
Finland,FIN,FI,5517919,0,0,"Epidemic intelligence, national daily data",2020-01-10
Gibraltar,GIB,GI,33691,2,0,"Epidemic intelligence, national daily data",2020-04-17
Greece,GRC,EL,10724599,4,1,"Epidemic intelligence, national daily data",2020-05-26
Lithuania,LTU,LT,2794184,0,0,"Epidemic intelligence, national daily data",2020-02-07
Poland,POL,PL,37972812,9622,84,"Epidemic intelligence, national daily data",2020-10-18
Turkey,TUR,TR,82003882,1041,22,"Epidemic intelligence, national daily data",2020-07-09
Azerbaijan,AZE,AZ,10139175,417,9,"Epidemic intelligence, national daily data",2020-07-27
Spain,ESP,ES,46937060,0,0,"Epidemic intelligence, national daily data",2020-02-07
Azerbaijan,AZE,AZ,10139175,6,1,"Epidemic intelligence, national daily data",2020-03-26
Turkey,TUR,TR,82003882,0,0,"Epidemic intelligence, national daily data",2020-01-15
Spain,ESP,ES,46937060,2953,1,"Epidemic intelligence, national daily data",2020-08-05
Isle of Man,,,85032,0,0,"Epidemic intelligence, national daily data",2020-01-29
Estonia,EST,EE,1324820,0,0,"Epidemic intelligence, national daily data",2020-02-27
Malta,MLT,MT,493559,0,0,"Epidemic intelligence, national daily data",2020-06-01
Latvia,LVA,LV,1919968,8,0,"Epidemic intelligence, national daily data",2020-09-02
Faroes,,,48865,0,0,"Epidemic intelligence, national daily data",2020-08-03
Malta,MLT,MT,493559,30,1,"Epidemic intelligence, national daily data",2020-09-06
Malta,MLT,MT,493559,63,0,"Epidemic intelligence, national daily data",2020-08-17
Portugal,PRT,PT,10276617,688,6,"Epidemic intelligence, national daily data",2020-09-30
Latvia,LVA,LV,1919968,0,0,"Epidemic intelligence, national daily data",2020-01-25
Poland,POL,PL,37972812,603,13,"Epidemic intelligence, national daily data",2020-09-13
Finland,FIN,FI,5517919,50,0,"Epidemic intelligence, national daily data",2020-03-21
Kosovo,,,1798506,142,8,"Epidemic intelligence, national daily data",2020-08-15
Albania,ALB,AL,2862427,155,2,"Epidemic intelligence, national daily data",2020-08-19
Andorra,AND,AD,76177,0,0,"Epidemic intelligence, national daily data",2020-02-17
Cyprus,CYP,CY,875899,61,0,"Epidemic intelligence, national daily data",2020-10-13
Netherlands,NLD,NL,17282163,1235,144,"Epidemic intelligence, national daily data",2020-04-18
Guernsey,GGY,GG,64468,0,0,"Epidemic intelligence, national daily data",2020-07-02
Malta,MLT,MT,493559,0,0,"Epidemic intelligence, national daily data",2020-02-13
Norway,NOR,NO,5328212,10,0,"Epidemic intelligence, national daily data",2020-05-30
Guernsey,GGY,GG,64468,0,0,"Epidemic intelligence, national daily data",2020-05-03
Guernsey,GGY,GG,64468,0,0,"Epidemic intelligence, national daily data",2020-02-29
San Marino,SMR,SM,34453,0,0,"Epidemic intelligence, national daily data",2020-02-01
Spain,ESP,ES,46937060,847,453,"Epidemic intelligence, national daily data",2020-04-29
Belarus,BLR,BY,9449321,431,7,"Epidemic intelligence, national daily data",2020-10-04
Gibraltar,GIB,GI,33691,0,0,"Epidemic intelligence, national daily data",2020-03-21
Bosnia and Herzegovina,BIH,BA,3280815,197,1,"Epidemic intelligence, national daily data",2020-07-15
Serbia,SRB,RS,6963764,82,3,"Epidemic intelligence, national daily data",2020-03-30
Germany,DEU,DE,83019213,1018,110,"Epidemic intelligence, national daily data",2020-04-27
Poland,POL,PL,37972812,0,0,"Epidemic intelligence, national daily data",2020-03-06
Italy,ITA,IT,60359546,9337,73,"Epidemic intelligence, national daily data",2020-10-20
San Marino,SMR,SM,34453,0,0,"Epidemic intelligence, national daily data",2020-08-24
Malta,MLT,MT,493559,0,0,"Epidemic intelligence, national daily data",2020-02-05
San Marino,SMR,SM,34453,0,0,"Epidemic intelligence, national daily data",2020-06-16
Faroes,,,48865,0,0,"Epidemic intelligence, national daily data",2020-08-19
Greece,GRC,EL,10724599,202,1,"Epidemic intelligence, national daily data",2020-09-05
Austria,AUT,AT,8858775,2355,13,"Epidemic intelligence, national daily data",2020-10-22
Armenia,ARM,AM,2963234,551,13,"Epidemic intelligence, national daily data",2020-06-20
Faroes,,,48865,0,0,"Epidemic intelligence, national daily data",2020-10-07
Norway,NOR,NO,5328212,38,0,"Epidemic intelligence, national daily data",2020-08-29
Slovenia,SVN,SI,2080908,37,4,"Epidemic intelligence, national daily data",2020-04-04
Iceland,ISL,IS,356991,0,0,"Epidemic intelligence, national daily data",2020-02-12
Isle of Man,,,85032,0,0,"Epidemic intelligence, national daily data",2020-09-05
United Kingdom,GBR,UK,66647112,16981,67,"Epidemic intelligence, national daily data",2020-10-19
Belgium,BEL,BE,11455519,0,0,"Epidemic intelligence, national daily data",2020-02-21
Azerbaijan,AZE,AZ,10139175,168,5,"Epidemic intelligence, national daily data",2020-06-02
Iceland,ISL,IS,356991,0,0,"Epidemic intelligence, national daily data",2020-03-01
Sweden,SWE,SE,10230185,758,86,"Epidemic intelligence, national daily data",2020-04-24
North Macedonia,MKD,MK,2077132,61,5,"Epidemic intelligence, national daily data",2020-08-06
Malta,MLT,MT,493559,1,0,"Epidemic intelligence, national daily data",2020-03-07
Belgium,BEL,BE,11455519,1478,219,"Epidemic intelligence, national daily data",2020-04-03
Germany,DEU,DE,83019213,1174,1,"Epidemic intelligence, national daily data",2020-03-17
Czechia,CZE,CZ,10649800,68,5,"Epidemic intelligence, national daily data",2020-04-14
Greece,GRC,EL,10724599,6,0,"Epidemic intelligence, national daily data",2020-03-11
Russia,RUS,RU,145934460,0,0,"Epidemic intelligence, national daily data",2020-02-13
United Kingdom,GBR,UK,66647112,1,0,"Epidemic intelligence, national daily data",2020-02-13
Jersey,JEY,JE,107796,6,0,"Epidemic intelligence, national daily data",2020-04-22
Lithuania,LTU,LT,2794184,7,1,"Epidemic intelligence, national daily data",2020-07-19
Portugal,PRT,PT,10276617,285,14,"Epidemic intelligence, national daily data",2020-05-28
Norway,NOR,NO,5328212,0,0,"Epidemic intelligence, national daily data",2020-09-27
Azerbaijan,AZE,AZ,10139175,2,0,"Epidemic intelligence, national daily data",2020-03-11
Monaco,MCO,MC,33085,2,0,"Epidemic intelligence, national daily data",2020-10-22
Romania,ROU,RO,19414458,196,15,"Epidemic intelligence, national daily data",2020-05-21
France,FRA,FR,67012883,9406,80,"Epidemic intelligence, national daily data",2020-09-12
Belgium,BEL,BE,11455519,0,0,"Epidemic intelligence, national daily data",2020-01-28
Poland,POL,PL,37972812,0,0,"Epidemic intelligence, national daily data",2020-01-31
Malta,MLT,MT,493559,11,0,"Epidemic intelligence, national daily data",2020-05-20
Norway,NOR,NO,5328212,9,0,"Epidemic intelligence, national daily data",2020-07-24
Iceland,ISL,IS,356991,3,0,"Epidemic intelligence, national daily data",2020-09-15
